Gene_Name	Accession-1	Left-End-Position	Right-End-Position	Product
ppx	BW25113_RS13050	2618474	2620015	exopolyphosphatase
yafX	BW25113_RS01255	260459	260917	CP4-6_prophage;_protein_YafX
galK	BW25113_RS03930	784287	785435	galactokinase
gmm	BW25113_RS10710	2119224	2119703	GDP-mannose_mannosyl_hydrolase
idnO	BW25113_RS22145	4482404	4483168	5-keto-D-gluconate_5-reductase
BW25113_RS25965	BW25113_RS25965	109731	109775	protein_YacM
uof	BW25113_RS03525	706095	706181	RyhB-regulated_<i>fur</i>_leader_peptide
sufD	BW25113_RS08795	1754777	1756048	Fe-S_cluster_scaffold_complex_subunit_SufD
yhhM	BW25113_RS17950	3598611	3598970	DUF2500_domain-containing_protein_YhhM
rseA	BW25113_RS13420	2702113	2702763	anti-sigma-E_factor_RseA
rpoN	BW25113_RS16595	3338076	3339509	RNA_polymerase_sigma_factor_RpoN
sucC	BW25113_RS03770	758470	759636	succinyl-CoA_synthetase_subunit_&beta;
yeiR	BW25113_RS11345	2261308	2262294	zinc-binding_GTPase_YeiR
BW25113_RS02780	BW25113_RS02780	562298	563460	IS3-like_element_IS3_family_transposase
alsC	BW25113_RS21225	4298306	4299286	D-allose_ABC_transporter_membrane_subunit
artI	BW25113_RS04480	897713	898444	putative_ABC_transporter_periplasmic_binding_protein_ArtI
metI	BW25113_RS00995	217455	218108	L-methionine/D-methionine_ABC_transporter_membrane_subunit
yhcG	BW25113_RS16695	3361186	3362313	DUF1016_domain-containing_protein_YhcG
thiB	BW25113_RS00335	70984	71967	thiamine_ABC_transporter_periplasmic_binding_protein
alkB	BW25113_RS11545	2302170	2302820	DNA_oxidative_demethylase
punC	BW25113_RS08690	1734168	1735379	purine_nucleoside_transporter_PunC
ytfR	BW25113_RS21965	4440875	4442377	galactofuranose_ABC_transporter_putative_ATP_binding_subunit
glgX	BW25113_RS17770	3562706	3564679	limit_dextrin_alpha-1,6-glucohydrolase
rnm	BW25113_RS06595	1317477	1318358	RNase_AM
phoE	BW25113_RS01220	254756	255811	outer_membrane_porin_PhoE
tusB	BW25113_RS17325	3468037	3468324	sulfurtransferase_complex_subunit_TusB
ytfH	BW25113_RS21885	4423930	4424310	putative_transcriptional_regulator_YtfH
BW25113_RS22615	BW25113_RS22615	4563736	4566672	hypothetical_protein
ispH	BW25113_RS00140	26277	27227	4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase
guaB	BW25113_RS13085	2625963	2627429	inosine_5'-monophosphate_dehydrogenase
matP	BW25113_RS04955	1013941	1014393	macrodomain_Ter_protein
yfhM	BW25113_RS13145	2640685	2645646	&alpha;<sub>2</sub>-macroglobulin
feaR	BW25113_RS07265	1440635	1441540	DNA-binding_transcriptional_activator_FeaR
purL	BW25113_RS13330	2685015	2688902	phosphoribosylformylglycinamide_synthetase
scpA	BW25113_RS15160	3054209	3056353	methylmalonyl-CoA_mutase
ggt	BW25113_RS17840	3578441	3580183	glutathione_hydrolase_proenzyme
ybeZ	BW25113_RS03425	687794	688834	PhoH-like_protein
yniD	BW25113_RS09005	1799422	1799529	uncharacterized_protein_YniD
casC	BW25113_RS14350	2874410	2875501	type_I-E_CRISPR_system_Cascade_subunit_CasC
yqgF	BW25113_RS15315	3086859	3087275	ribonuclease_H-like_domain-containing_nuclease
lldP	BW25113_RS18715	3770759	3772414	lactate/glycolate:H<sup>+</sup>_symporter_LldP
fliE	BW25113_RS10130	2006181	2006495	flagellar_protein_FliE
puuP	BW25113_RS06795	1352059	1353444	putrescine:H+_symporter_PuuP
BW25113_RS25420	BW25113_RS25420	235587	235865	ISAs1_family_transposase
quuD	BW25113_RS02840	569412	569795	DLP12_prophage;_prophage_antitermination_protein_Q_homolog_QuuD
glrK	BW25113_RS13325	2683030	2684457	histidine_kinase_GlrK
cadA	BW25113_RS21465	4346287	4348434	lysine_decarboxylase_1
ybfE	BW25113_RS03540	707061	707354	ribbon-helix-helix_domain-containing_protein_YbfE
insH5	BW25113_RS07180	1422003	1422983	Rac_prophage;_IS<i>5</i>_transposase_and_trans-activator
cspD	BW25113_RS04570	917822	918046	DNA_replication_inhibitor_CspD
lspA	BW25113_RS00130	25207	25701	lipoprotein_signal_peptidase
BW25113_RS14645	BW25113_RS14645	2940966	2941042	tRNA-Met
artP	BW25113_RS04485	898462	899190	L-arginine_ABC_transporter_ATP_binding_subunit
btsR	BW25113_RS11085	2205722	2206441	DNA-binding_transcriptional_dual_regulator_BtsR
minC	BW25113_RS06120	1220841	1221536	Z-ring_positioning_protein_MinC
rarA	BW25113_RS04630	933450	934793	replication-associated_recombination_protein_A
ydhJ	BW25113_RS08605	1715521	1716378	putative_membrane_fusion_protein_YdhJ
yrbN	BW25113_RS25280	3301212	3301292	uncharacterized_protein_YrbN
ptsG	BW25113_RS05730	1153325	1154758	glucose-specific_PTS_enzyme_IIBC_component
rhsC	BW25113_RS03625	725039	729232	rhs_element_protein_RhsC
yaiL	BW25113_RS01830	372228	372767	DUF2058_domain-containing_protein_YaiL
arnD	BW25113_RS11785	2363497	2364387	putative_4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol_deformylase_ArnD
phnF	BW25113_RS21305	4311514	4312239	putative_transcriptional_regulator_PhnF
glaH	BW25113_RS13845	2782344	2783321	glutarate_dioxygenase_GlaH
dpaA	BW25113_RS01135	241552	242292	peptidoglycan_<i>meso</i>-diaminopimelic_acid_protein_amidase_A
fabF	BW25113_RS05700	1147395	1148636	3-oxoacyl-[acyl_carrier_protein]_synthase_2
frwD	BW25113_RS20510	4137066	4137407	putative_PTS_enzyme_IIB_component_FrwD
opgD	BW25113_RS07470	1491113	1492768	glucans_biosynthesis_protein_D
ssuB	BW25113_RS04840	988733	989500	aliphatic_sulfonate_ABC_transporter_ATP_binding_subunit
menE	BW25113_RS11810	2367127	2368482	<i>o</i>-succinylbenzoate&mdash;CoA_ligase
hybD	BW25113_RS15545	3134151	3134645	hydrogenase_2_maturation_protease
yhiM	BW25113_RS18080	3628201	3629253	inner_membrane_protein_YhiM
arcA	BW25113_RS22925	4629407	4630123	DNA-binding_transcriptional_dual_regulator_ArcA
ykfH	BW25113_RS23240	259737	259958	DUF987_domain-containing_protein_YkfH
ygeG	BW25113_RS14830	2984627	2985118	TPR_repeat-containing_putative_chaperone_YgeG
yciO	BW25113_RS06600	1318355	1318975	putative_RNA-binding_protein_YciO
nikD	BW25113_RS18010	3610375	3611139	nickel_ABC_transporter_ATP_binding_subunit_NikD
BW25113_RS12505	BW25113_RS12505	2511635	2511710	tRNA-Ala
yjbB	BW25113_RS20855	4217659	4219290	putative_inorganic_phosphate_export_protein_YjbB
ldtC	BW25113_RS05790	1164868	1165830	L,D-transpeptidase_LdtC
ybiV	BW25113_RS04270	854669	855484	sugar_phosphatase_YbiV
BW25113_RS03250	BW25113_RS03250	653487	654274	deaminated_glutathione_amidase
norW	BW25113_RS14110	2827271	2828404	NADH:flavorubredoxin_reductase
dgcF	BW25113_RS07980	1605164	1606150	GGDEF_domain-containing_protein
ydbD	BW25113_RS07380	1469401	1471707	DUF2773_domain-containing_protein_YdbD
yafC	BW25113_RS01045	226454	227368	DNA-binding_transcriptional_regulator_YafC
yccU	BW25113_RS05010	1023402	1023815	putative_HspQ_acetyl_donor
ydfW	BW25113_RS23105	1641431	1641580	Qin_prophage;_protein_YdfW
yihR	BW25113_RS20130	4062835	4063737	putative_sulfoquinovose_mutarotase_YihR
sgcQ	BW25113_RS22355	4517928	4518734	KpLE2_phage-like_element;_putative_nucleoside_triphosphatase
rhaT	BW25113_RS20275	4089419	4090453	rhamnose/lyxose:H<sup>+</sup>_symporter
uraA	BW25113_RS13025	2612230	2613519	uracil:H<sup>+</sup>_symporter_UraA
phnH	BW25113_RS21295	4310480	4311064	carbon-phosphorus_lyase_core_complex_subunit_PhnH
rplN	BW25113_RS17160	3441137	3441508	50S_ribosomal_protein_L14
ppdB	BW25113_RS14690	2956512	2957075	prepilin-type_N-terminal_cleavage/methylation_domain-containing_protein_PpdB
ygjH	BW25113_RS15965	3214274	3214606	putative_tRNA-binding_protein_YgjH
hscB	BW25113_RS13180	2652311	2652826	[Fe-S]_cluster_biosynthesis_co-chaperone_HscB
ydeS	BW25113_RS07885	1582566	1583096	putative_fimbrial_protein_YdeS
yfjJ	BW25113_RS13700	2753906	2754532	CP4-57_prophage;_protein_YfjJ
rpsP	BW25113_RS13620	2739296	2739544	30S_ribosomal_protein_S16
yidI	BW25113_RS19115	3849775	3850224	putative_inner_membrane_protein_YidI
xylF	BW25113_RS18510	3724491	3725483	xylose_ABC_transporter_periplasmic_binding_protein
BW25113_RS23070	BW25113_RS23070	1092840	1092976	RtT_sRNA
mltF	BW25113_RS13335	2689160	2690716	membrane-bound_lytic_murein_transglycosylase_F
btsS	BW25113_RS11090	2206438	2208123	high-affinity_pyruvate_receptor
flgE	BW25113_RS05605	1128030	1129238	flagellar_hook_protein_FlgE
ybdK	BW25113_RS03010	601721	602839	putative_glutamate&mdash;cysteine_ligase_2
mrdA	BW25113_RS03300	661772	663673	peptidoglycan_DD-transpeptidase_MrdA
BW25113_RS20640	BW25113_RS20640	4165601	4165675	tRNA-Gly
BW25113_RS00100	BW25113_RS00100	19811	20508	IS1-like_element_IS1A_family_transposase
slyA	BW25113_RS08595	1714647	1715081	DNA-binding_transcriptional_dual_regulator_SlyA
uxuB	BW25113_RS22495	4542718	4544178	D-mannonate_oxidoreductase
BW25113_RS07365	BW25113_RS07365	1463615	1464766	IS30-like_element_IS30_family_transposase
ldtE	BW25113_RS08780	1751978	1752982	L,D-transpeptidase_LdtE
nrfE	BW25113_RS21155	4281380	4283098	putative_cytochrome_c-type_biogenesis_protein_NrfE
rsmF	BW25113_RS09615	1914480	1915919	16S_rRNA_m<sup>5</sup>C1407_methyltransferase
crr	BW25113_RS12610	2529193	2529702	Enzyme_IIA<sup>Glc</sup>
lapA	BW25113_RS06690	1334500	1334808	lipopolysaccharide_assembly_protein_A
ispB	BW25113_RS16520	3327069	3328040	<i>all-trans</i>-octaprenyl-diphosphate_synthase
folB	BW25113_RS15885	3197580	3197948	dihydroneopterin_aldolase
rpsD	BW25113_RS17090	3434414	3435034	30S_ribosomal_protein_S4
yfiF	BW25113_RS13475	2710850	2711887	putative_methyltransferase_YfiF
rpoB	BW25113_RS20685	4171173	4175201	RNA_polymerase_subunit_&beta;
BW25113_RS25990	BW25113_RS25990	1215057	1217704	autotransporter_outer_membrane_beta-barrel_domain-containing_protein
ddpX	BW25113_RS07800	1556752	1557333	D-alanyl-D-alanine_dipeptidase
BW25113_RS08715	BW25113_RS08715	1740692	1740768	tRNA-Val
yphD	BW25113_RS13275	2669186	2670184	putative_ABC_transporter_membrane_subunit_YphD
yjhP	BW25113_RS22375	4522254	4523000	KpLE2_phage-like_element;_putative_methyltransferase_YjhP
ydjM	BW25113_RS09040	1804468	1805058	inner_membrane_protein_YdjM
gfcC	BW25113_RS05115	1043401	1044147	capsule_biosynthesis_GfcC_family_protein
rsmA	BW25113_RS00265	51609	52430	16S_rRNA_(A<sup>1518</sup>/A<sup>1519</sup>-<em>N</em><sup>6</sup>-dimethyltransferase
hprR	BW25113_RS10285	2031633	2032304	DNA-binding_transcriptional_dual_regulator_HprR
rrf	BW25113_RS20605	4161567	4161682	5S_ribosomal_RNA
BW25113_RS20600	BW25113_RS20600	4158569	4161472	23S_ribosomal_RNA
cyoB	BW25113_RS02230	444106	446097	cytochrome_<i>bo</i><sub>3</sub>_subunit_1
csqR	BW25113_RS20155	4068029	4068814	DNA-binding_transcriptional_dual_regulator_CsqR
BW25113_RS23270	BW25113_RS23270	286140	286343	DUF3987_domain-containing_protein
rpoD	BW25113_RS15930	3206406	3208247	RNA_polymerase_sigma_factor_RpoD
yehM	BW25113_RS11060	2199174	2201453	uncharacterized_protein_YehM
araC	BW25113_RS00315	66874	67752	AraC
ykfF	BW25113_RS01260	261015	261254	CP4-6_prophage;_protein_YkfF
tqsA	BW25113_RS08380	1668170	1669204	autoinducer_2_exporter
ves	BW25113_RS09115	1818619	1819194	HutD_family_protein_Ves
yobI	BW25113_RS25125	1940372	1940437	uncharacterized_protein_YobI
nuoG	BW25113_RS11925	2390918	2393644	NADH:quinone_oxidoreductase_subunit_G
yicC	BW25113_RS18920	3810036	3810899	putative_RNase_adaptor_protein_YicC
sanA	BW25113_RS11185	2226357	2227076	DUF218_domain-containing_protein_SanA
rpsM	BW25113_RS17100	3435474	3435830	30S_ribosomal_protein_S13
narU	BW25113_RS07705	1536929	1538317	nitrate/nitrite_transporter_NarU
ptrA	BW25113_RS14670	2949355	2952243	protease_3
lnt	BW25113_RS03410	684799	686337	apolipoprotein_<i>N</i>-acyltransferase
ydhP	BW25113_RS08670	1730378	1731547	putative_transporter_YdhP
rffG	BW25113_RS19670	3965882	3966949	dTDP-glucose_4,6-dehydratase_2
oppD	BW25113_RS06495	1299011	1300024	murein_tripeptide_ABC_transporter_/_oligopeptide_ABC_transporter_ATP_binding_subunit_OppD
msrP	BW25113_RS10295	2032959	2033963	protein-L-methionine_sulfoxide_reductase_catalytic_subunit_MsrP
hisH	BW25113_RS10570	2088016	2088606	imidazole_glycerol_phosphate_synthase_subunit_HisH
queD	BW25113_RS14385	2885576	2885938	6-carboxy-5,6,7,8-tetrahydropterin_synthase
ypjD	BW25113_RS13630	2741321	2742112	cytochrome_<i>c</i>_assembly_family_protein
ybgQ	BW25113_RS15810	3180759	3183224	putative_fimbrial_usher_protein_YbgQ
yihY	BW25113_RS20165	4069506	4070378	PF03631_family_membrane_protein_YihY
cueO	BW25113_RS00615	133570	135120	multicopper_oxidase_CueO
mhpT	BW25113_RS01825	370915	372126	3-hydroxyphenylpropionate/3-hydroxycinnamate:H<sup>+</sup>_symporter
tehB	BW25113_RS07500	1495819	1496412	tellurite_methyltransferase
yphE	BW25113_RS13280	2670209	2671720	putative_ABC_transporter_ATP-binding_protein_YphE
glnL	BW25113_RS20075	4048650	4049699	protein_histidine_kinase_NtrB
ygiN	BW25113_RS15720	3166501	3166815	antibiotic_biosynthesis_monooxygenase
BW25113_RS21480	BW25113_RS21480	4352368	4352443	tRNA-Phe
cysI	BW25113_RS14375	2881746	2883458	sulfite_reductase,_hemoprotein_subunit
yciU	BW25113_RS06505	1301078	1301407	DUF440_domain-containing_protein_YciU
livF	BW25113_RS17880	3586084	3586797	branched_chain_amino_acid/phenylalanine_ABC_transporter_ATP_binding_subunit_LivF
ynfO	BW25113_RS08120	1631013	1631246	Qin_prophage;_DUF3950_domain-containing_protein_YnfO
mdtO	BW25113_RS21195	4290844	4292895	putative_multidrug_efflux_pump_subunit_MdtO
ypdI	BW25113_RS12395	2488177	2488452	colanic_acid_synthesis_putative_lipoprotein_YpdI
ccmH	BW25113_RS11450	2284837	2285889	holocytochrome_<I>c</I>_synthase_CcmH_component
ftsA	BW25113_RS00470	100469	101731	cell_division_protein_FtsA
gntT	BW25113_RS17695	3539918	3541234	high-affinity_gluconate_transporter
ftsH	BW25113_RS16475	3318360	3320294	ATP-dependent_zinc_metalloprotease_FtsH
ydfD	BW25113_RS08250	1644051	1644242	Qin_prophage;_lysis_protein
dgcI	BW25113_RS04330	870791	872119	putative_diguanylate_cyclase_DgcI
frmA	BW25113_RS01840	373918	375027	<i>S</i>-(hydroxymethyl)glutathione_dehydrogenase
ydfU	BW25113_RS08180	1637512	1638561	Qin_prophage;_protein_YdfU
rluB	BW25113_RS06610	1321109	1321984	23S_rRNA_pseudouridine<sup>2605</sup>_synthase
yggL	BW25113_RS15370	3095166	3095492	putative_ribosome_assembly_factor_YggL
BW25113_RS18990	BW25113_RS18990	3829582	3829676	tRNA-Sec
yaiO	BW25113_RS01850	375525	376298	outer_membrane_protein_YaiO
tatD	BW25113_RS19930	4016914	4017696	3'_&rarr;_5'_ssDNA/RNA__exonuclease_TatD
nrdH	BW25113_RS13915	2794082	2794327	glutaredoxin-like_protein_NrdH
frc	BW25113_RS12385	2485483	2486733	formyl-CoA_transferase
ubiB	BW25113_RS19910	4013586	4015226	ubiquinone_biosynthesis_protein_UbiB
napH	BW25113_RS11500	2292194	2293057	ferredoxin-type_protein_NapH
yjjW	BW25113_RS22805	4604497	4605360	putative_glycyl-radical_enzyme_activating_enzyme_YjjW
yqeH	BW25113_RS14805	2980895	2981527	putative_LuxR_family_transcriptional_regulator_YqeH
trkG	BW25113_RS07150	1418039	1419496	Rac_prophage;_Na<sup>+</sup>-dependent_K<sup>+</sup>_transporter_TrkG
malZ	BW25113_RS02085	417971	419788	maltodextrin_glucosidase
ybjP	BW25113_RS04490	899408	899923	DUF3828_domain-containing_lipoprotein_YbjP
yfaL	BW25113_RS11660	2333896	2337648	putative_autotransporter_adhesin_YfaL
ygcP	BW25113_RS14400	2887555	2888130	putative_anti-terminator_regulatory_protein
ahpF	BW25113_RS03155	635209	636774	alkyl_hydroperoxide_reductase,_AhpF_component
patZ	BW25113_RS13495	2713312	2715972	peptidyl-lysine_<i>N</i>-acetyltransferase
argI	BW25113_RS22085	4467124	4468128	ornithine_carbamoyltransferase_ArgI
ppiA	BW25113_RS17435	3485084	3485656	peptidyl-prolyl_<i>cis-trans</i>_isomerase_A
rbbA	BW25113_RS18050	3620163	3622898	ribosome-associated_ATPase
BW25113_RS05280	BW25113_RS05280	1074393	1074602	hypothetical_protein
pdeC	BW25113_RS21090	4265399	4266985	cyclic_di-GMP_phosphodiesterase_PdeC
BW25113_RS03875	BW25113_RS03875	776603	776678	tRNA-Lys
motB	BW25113_RS09900	1969586	1970512	motility_protein_B
ydeR	BW25113_RS07880	1582050	1582553	putative_fimbrial_protein_YdeR
ompC	BW25113_RS11560	2305125	2306228	outer_membrane_porin_C
rlmL	BW25113_RS04915	1003300	1005408	fused_23S_rRNA_m<sup>2</sup>G2445_methyltransferase_and_23S_rRNA_m<sup>7</sup>G2069_methyltransferase
pxpC	BW25113_RS03685	739699	740631	5-oxoprolinase_component_C
clpB	BW25113_RS13540	2724959	2727532	ATP-dependent_chaperone_ClpB
yciH	BW25113_RS06705	1336915	1337241	putative_translation_factor
dtpC	BW25113_RS21460	4344771	4346228	dipeptide/tripeptide:H<sup>+</sup>_symporter_DtpC
yahH	BW25113_RS01660	335504	335800	putative_uncharacterized_protein_YahH
thiS	BW25113_RS20710	4182565	4182765	sulfur_carrier_protein_ThiS
lpxA	BW25113_RS00905	199047	199835	acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine_<i>O</i>-acyltransferase
yghF	BW25113_RS15425	3105413	3106408	putative_type_II_secretion_system_C-type_protein_YghF
xisE	BW25113_RS05935	1196243	1196488	e14_prophage;_putative_excisionase
hisI	BW25113_RS10585	2090095	2090706	putative_bifunctional_phosphoribosyl-AMP_cyclohydrolase/phosphoribosyl-ATP_pyrophosphatase
ybaL	BW25113_RS02470	497018	498694	putative_transporter_YbaL
glpE	BW25113_RS17740	3554857	3555183	thiosulfate_sulfurtransferase_GlpE
hflC	BW25113_RS21695	4393117	4394121	regulator_of_FtsH_protease
yfeN	BW25113_RS12560	2518486	2519250	putative_outer_membrane_porin_YfeN
BW25113_RS22170	BW25113_RS22170	4486492	4487757	integrase_arm-type_DNA-binding_domain-containing_protein
acs	BW25113_RS21130	4275341	4277299	acetyl-CoA_synthetase_(AMP-forming)
elfD	BW25113_RS04870	993946	994647	putative_fimbrial_chaperone_ElfD
yhgF	BW25113_RS17655	3530744	3533065	RNA-binding_protein_YhgF
yfdE	BW25113_RS12370	2481502	2482647	acetyl-CoA:oxalate_CoA-transferase
cysE	BW25113_RS18735	3775101	3775922	serine_acetyltransferase
yqeK	BW25113_RS14820	2983294	2983719	protein_YqeK
rfbC	BW25113_RS10645	2103062	2103619	dTDP-4-dehydrorhamnose_3,5-epimerase
BW25113_RS01535	BW25113_RS01535	310068	310943	inverse_autotransporter_beta_domain-containing_protein
dctR	BW25113_RS18175	3648043	3648573	putative_DNA-binding_transcriptional_regulator_DctR
BW25113_RS19570	BW25113_RS19570	3943920	3945564	acetolactate_synthase_2_catalytic_subunit
epmC	BW25113_RS12145	2437682	2438230	EF-P-Lys34_hydroxylase
parE	BW25113_RS15725	3166863	3168755	DNA_topoisomerase_IV_subunit_B
potD	BW25113_RS05840	1177239	1178285	spermidine_preferential_ABC_transporter_periplasmic_binding_protein
ybcV	BW25113_RS02880	574640	575050	DLP12_prophage;_DUF1398_domain-containing_protein_YbcV
cynX	BW25113_RS01750	355676	356857	cyanate_transporter
ileS	BW25113_RS00125	22391	25207	isoleucine&mdash;tRNA_ligase
yiaC	BW25113_RS18420	3707012	3707452	peptidyl-lysine_<i>N</i>-acetyltransferase_YiaC
BW25113_RS25540	BW25113_RS25540	1218866	1218985	hypothetical_protein
yhaH	BW25113_RS16115	3245663	3246028	putative_inner_membrane_protein
yceB	BW25113_RS05540	1118169	1118729	putative_lipid-binding_lipoprotein_YceB
sbmA	BW25113_RS01950	392095	393315	peptide_antibiotic/peptide_nucleic_acid_transporter
dgcT	BW25113_RS05340	1088332	1089690	probable_diguanylate_cyclase_DgcT
yihD	BW25113_RS20015	4035429	4035698	DUF1040_domain-containing_protein_YihD
flu	BW25113_RS10445	2065020	2068139	CP4-44_prophage;_self_recognizing_antigen_43_(Ag43)_autotransporter
hisA	BW25113_RS10575	2088606	2089343	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide_isomerase
chbB	BW25113_RS09090	1815556	1815876	<I>N,N'</I>-diacetylchitobiose-specific_PTS_enzyme_IIB_component
acpS	BW25113_RS13375	2693977	2694357	holo-[acyl-carrier-protein]_synthase
bluR	BW25113_RS06035	1208784	1209515	DNA-binding_transcriptional_repressor_BluR
BW25113_RS07370	BW25113_RS07370	1464773	1468270	autotransporter_domain-containing_protein
rnb	BW25113_RS06735	1341235	1343169	RNase_II
rihB	BW25113_RS11285	2247724	2248665	pyrimidine-specific_ribonucleoside_hydrolase_RihB
rsmH	BW25113_RS00410	86581	87522	16S_rRNA_m<sup>4</sup>C1402_methyltransferase
mukB	BW25113_RS04790	971782	976242	chromosome_partitioning_protein_MukB
npr	BW25113_RS16615	3341325	3341597	phosphorelay_protein_NPr
BW25113_RS13950	BW25113_RS13950	2801675	2802852	MFS_transporter
rlmI	BW25113_RS05020	1024235	1025425	23S_rRNA_m<sup>5</sup>C1962_methyltransferase
yehX	BW25113_RS11110	2209960	2210886	glycine_betaine_ABC_transporter_ATP_binding_subunit_YehX
bfr	BW25113_RS17290	3459608	3460084	bacterioferritin
yraQ	BW25113_RS16335	3290457	3291497	permease_family_protein_YraQ
fimI	BW25113_RS22450	4533545	4534084	type_1_fimbrial_protein
mtlD	BW25113_RS18695	3767784	3768932	mannitol-1-phosphate_5-dehydrogenase
yeiL	BW25113_RS11290	2248795	2249493	DNA-binding_transcriptional_activator_YeiL
rlmH	BW25113_RS03305	663704	664171	23S_rRNA_m<sup>3</sup>&Psi;1915_methyltransferase
cysG	BW25113_RS17460	3491187	3492560	siroheme_synthase
ybdF	BW25113_RS03000	600974	601342	PF04237_family_protein_YbdF
cybC	BW25113_RS22000	4449307	4449672	cytochrome_b562
ilvX	BW25113_RS25785	3943867	3943917	uncharacterized_protein_IlvX
citC	BW25113_RS03215	646254	647312	citrate_lyase_synthetase
waaS	BW25113_RS18845	3797541	3798476	lipopolysaccharide_core_biosynthesis_protein_WaaS
hupB	BW25113_RS02280	456907	457179	DNA-binding_protein_HU-&beta;
fumD	BW25113_RS08765	1749189	1749398	fumarase_D
